popul,TVnews,selfLR,ClinLR,DoleLR,PID,age,educ,income,vote,logpopul
51.0,5.0,5.0,3.0,5.0,5.0,43.0,6.0,23.0,1.0,3.933784497209659
0.0,2.0,5.0,2.0,5.0,4.0,44.0,6.0,23.0,1.0,-2.302585092994045
0.0,4.0,4.0,3.0,6.0,0.0,39.0,6.0,23.0,0.0,-2.302585092994045
0.0,2.0,6.0,1.0,6.0,5.0,49.0,4.0,23.0,1.0,-2.302585092994045
18.0,7.0,5.0,4.0,6.0,4.0,72.0,6.0,23.0,1.0,2.89591193827178
7300.0,7.0,5.0,2.0,6.0,5.0,50.0,6.0,23.0,1.0,8.895643325672793
110.0,1.0,5.0,2.0,6.0,6.0,28.0,4.0,23.0,1.0,4.701389043728634
0.0,0.0,5.0,2.0,7.0,3.0,48.0,7.0,23.0,1.0,-2.302585092994045
3500.0,1.0,3.0,4.0,7.0,1.0,32.0,6.0,23.0,0.0,8.16054681849792
720.0,7.0,5.0,5.0,5.0,1.0,63.0,4.0,23.0,0.0,6.5793900912548215
9.0,4.0,4.0,5.0,6.0,5.0,36.0,4.0,23.0,1.0,2.2082744135228043
47.0,7.0,6.0,3.0,6.0,6.0,36.0,6.0,23.0,1.0,3.852273001022372
350.0,7.0,3.0,2.0,7.0,2.0,53.0,3.0,23.0,0.0,5.85821882796062
0.0,5.0,2.0,2.0,6.0,2.0,44.0,7.0,23.0,0.0,-2.302585092994045
0.0,0.0,4.0,2.0,6.0,6.0,41.0,7.0,24.0,1.0,-2.302585092994045
83.0,0.0,2.0,3.0,6.0,1.0,56.0,7.0,24.0,0.0,4.420044701861403
1.0,4.0,4.0,4.0,6.0,2.0,63.0,7.0,24.0,0.0,0.0953101798043249
190.0,7.0,2.0,4.0,6.0,0.0,52.0,6.0,24.0,0.0,5.247550249494384
0.0,7.0,3.0,3.0,7.0,2.0,43.0,7.0,24.0,0.0,-2.302585092994045
12.0,7.0,4.0,3.0,6.0,2.0,40.0,3.0,24.0,0.0,2.4932054526026954
9.0,5.0,5.0,1.0,7.0,4.0,69.0,4.0,24.0,1.0,2.2082744135228043
23.0,7.0,2.0,2.0,6.0,0.0,49.0,7.0,24.0,0.0,3.139832617527748
9.0,1.0,3.0,3.0,6.0,2.0,65.0,7.0,24.0,0.0,2.2082744135228043
18.0,5.0,6.0,1.0,6.0,5.0,53.0,7.0,24.0,1.0,2.89591193827178
0.0,5.0,5.0,3.0,5.0,6.0,50.0,4.0,24.0,1.0,-2.302585092994045
12.0,3.0,2.0,4.0,6.0,0.0,27.0,5.0,24.0,0.0,2.4932054526026954
0.0,6.0,5.0,3.0,5.0,5.0,44.0,6.0,24.0,1.0,-2.302585092994045
170.0,2.0,2.0,3.0,5.0,0.0,54.0,7.0,24.0,0.0,5.136386499401816
0.0,7.0,4.0,2.0,6.0,4.0,33.0,5.0,24.0,1.0,-2.302585092994045
9.0,0.0,4.0,4.0,6.0,3.0,48.0,7.0,24.0,0.0,2.2082744135228043
23.0,3.0,5.0,2.0,6.0,5.0,54.0,5.0,24.0,1.0,3.139832617527748
0.0,0.0,6.0,2.0,5.0,6.0,56.0,3.0,24.0,1.0,-2.302585092994045
9.0,1.0,2.0,4.0,7.0,2.0,34.0,7.0,24.0,0.0,2.2082744135228043
290.0,7.0,6.0,4.0,7.0,6.0,41.0,6.0,24.0,0.0,5.670225691127358
1.0,0.0,5.0,1.0,5.0,6.0,40.0,6.0,24.0,1.0,0.0953101798043249
350.0,1.0,7.0,2.0,6.0,6.0,55.0,6.0,24.0,1.0,5.85821882796062
20.0,0.0,4.0,3.0,5.0,5.0,38.0,6.0,24.0,1.0,3.0007198150650303
0.0,3.0,6.0,2.0,6.0,6.0,40.0,6.0,24.0,1.0,-2.302585092994045
23.0,1.0,6.0,1.0,6.0,6.0,46.0,4.0,24.0,1.0,3.139832617527748
150.0,4.0,3.0,3.0,4.0,0.0,26.0,6.0,24.0,0.0,5.011301738639416
31.0,0.0,5.0,2.0,7.0,3.0,49.0,6.0,24.0,0.0,3.4372078191851885
0.0,7.0,4.0,1.0,5.0,6.0,51.0,5.0,24.0,1.0,-2.302585092994045
9.0,2.0,5.0,2.0,6.0,4.0,46.0,6.0,24.0,0.0,2.2082744135228043
47.0,0.0,3.0,4.0,6.0,2.0,40.0,7.0,24.0,0.0,3.852273001022372
900.0,0.0,3.0,4.0,7.0,2.0,30.0,5.0,24.0,0.0,6.802505868263039
83.0,3.0,2.0,3.0,6.0,2.0,45.0,5.0,24.0,0.0,4.420044701861403
18.0,7.0,5.0,4.0,6.0,4.0,52.0,7.0,24.0,1.0,2.89591193827178
0.0,0.0,6.0,1.0,5.0,6.0,36.0,6.0,24.0,1.0,-2.302585092994045
20.0,0.0,4.0,3.0,5.0,3.0,49.0,6.0,24.0,0.0,3.0007198150650303
24.0,7.0,3.0,4.0,5.0,1.0,38.0,7.0,24.0,0.0,3.1822118404966093
18.0,0.0,2.0,4.0,6.0,1.0,51.0,7.0,24.0,0.0,2.89591193827178
9.0,3.0,3.0,2.0,5.0,1.0,47.0,6.0,24.0,0.0,2.2082744135228043
0.0,1.0,6.0,1.0,5.0,6.0,52.0,7.0,24.0,1.0,-2.302585092994045
9.0,0.0,6.0,2.0,6.0,6.0,33.0,6.0,24.0,1.0,2.2082744135228043
0.0,4.0,4.0,2.0,6.0,6.0,50.0,4.0,24.0,1.0,-2.302585092994045
18.0,7.0,6.0,2.0,5.0,4.0,48.0,7.0,24.0,1.0,2.89591193827178
19.0,3.0,2.0,2.0,6.0,0.0,36.0,6.0,24.0,0.0,2.9496883350525844
31.0,3.0,2.0,3.0,6.0,1.0,35.0,7.0,24.0,0.0,3.4372078191851885
3500.0,7.0,7.0,3.0,5.0,4.0,34.0,7.0,24.0,0.0,8.16054681849792
0.0,7.0,2.0,4.0,5.0,2.0,53.0,6.0,24.0,0.0,-2.302585092994045
33.0,0.0,4.0,3.0,6.0,2.0,33.0,7.0,24.0,0.0,3.4995332823830174
0.0,1.0,6.0,3.0,6.0,6.0,52.0,6.0,24.0,1.0,-2.302585092994045
18.0,3.0,4.0,3.0,6.0,4.0,44.0,7.0,24.0,0.0,2.89591193827178
0.0,0.0,3.0,4.0,4.0,0.0,48.0,6.0,24.0,0.0,-2.302585092994045
31.0,3.0,5.0,2.0,6.0,5.0,20.0,4.0,24.0,1.0,3.4372078191851885
0.0,5.0,3.0,2.0,4.0,6.0,45.0,6.0,24.0,1.0,-2.302585092994045
59.0,7.0,4.0,2.0,6.0,2.0,70.0,3.0,24.0,0.0,4.079230924412053
0.0,0.0,3.0,3.0,4.0,2.0,39.0,3.0,24.0,0.0,-2.302585092994045
7300.0,7.0,3.0,3.0,5.0,1.0,40.0,7.0,24.0,1.0,8.895643325672793
75.0,4.0,5.0,2.0,7.0,5.0,62.0,6.0,24.0,1.0,4.318820558770089
0.0,7.0,5.0,2.0,6.0,4.0,46.0,6.0,24.0,1.0,-2.302585092994045
27.0,7.0,4.0,4.0,7.0,2.0,46.0,3.0,24.0,0.0,3.299533727885655
1600.0,7.0,4.0,2.0,5.0,6.0,56.0,7.0,24.0,1.0,7.377821406274829
0.0,7.0,6.0,3.0,6.0,6.0,55.0,7.0,24.0,1.0,-2.302585092994045
0.0,7.0,6.0,2.0,6.0,6.0,41.0,4.0,24.0,1.0,-2.302585092994045
7300.0,1.0,2.0,3.0,6.0,0.0,43.0,7.0,24.0,0.0,8.895643325672793
16.0,7.0,7.0,1.0,7.0,6.0,34.0,3.0,24.0,1.0,2.778819271990417
0.0,7.0,7.0,1.0,6.0,4.0,73.0,6.0,24.0,1.0,-2.302585092994045
0.0,7.0,5.0,2.0,6.0,6.0,50.0,6.0,24.0,1.0,-2.302585092994045
0.0,3.0,6.0,2.0,7.0,5.0,43.0,6.0,24.0,1.0,-2.302585092994045
0.0,6.0,6.0,2.0,5.0,6.0,46.0,7.0,24.0,1.0,-2.302585092994045
18.0,7.0,4.0,2.0,6.0,3.0,61.0,7.0,24.0,1.0,2.89591193827178
